image_path,direction,shape,color
up/circle_cyan_025.png,up,circle,cyan
up/triangle_cyan_091.png,up,triangle,cyan
up/ellipse_navy_021.png,up,ellipse,navy
up/ellipse_orange_043.png,up,ellipse,orange
up/hexagon_red_030.png,up,hexagon,red
up/star_navy_018.png,up,star,navy
up/diamond_brown_145.png,up,diamond,brown
up/heart_brown_128.png,up,heart,brown
up/heart_orange_019.png,up,heart,orange
up/cross_cyan_016.png,up,cross,cyan
up/ellipse_navy_130.png,up,ellipse,navy
up/diamond_navy_118.png,up,diamond,navy
up/pentagon_navy_070.png,up,pentagon,navy
up/heart_navy_031.png,up,heart,navy
up/star_pink_004.png,up,star,pink
up/pentagon_orange_107.png,up,pentagon,orange
up/ellipse_orange_060.png,up,ellipse,orange
up/triangle_brown_017.png,up,triangle,brown
up/heart_red_038.png,up,heart,red
up/hexagon_blue_088.png,up,hexagon,blue
up/heart_blue_013.png,up,heart,blue
up/star_cyan_090.png,up,star,cyan
up/cross_purple_099.png,up,cross,purple
up/triangle_orange_078.png,up,triangle,orange
up/circle_cyan_017.png,up,circle,cyan
up/triangle_cyan_062.png,up,triangle,cyan
up/hexagon_blue_102.png,up,hexagon,blue
up/rectangle_cyan_127.png,up,rectangle,cyan
up/star_cyan_047.png,up,star,cyan
up/star_purple_076.png,up,star,purple
up/hexagon_blue_130.png,up,hexagon,blue
up/ellipse_navy_056.png,up,ellipse,navy
up/cross_blue_050.png,up,cross,blue
up/pentagon_purple_143.png,up,pentagon,purple
up/star_orange_122.png,up,star,orange
up/star_navy_022.png,up,star,navy
up/heart_orange_120.png,up,heart,orange
up/ellipse_orange_094.png,up,ellipse,orange
up/rectangle_cyan_043.png,up,rectangle,cyan
up/pentagon_red_120.png,up,pentagon,red
up/cross_cyan_003.png,up,cross,cyan
up/heart_red_004.png,up,heart,red
up/triangle_brown_042.png,up,triangle,brown
up/circle_yellow_029.png,up,circle,yellow
up/triangle_blue_026.png,up,triangle,blue
up/heart_orange_079.png,up,heart,orange
up/triangle_green_056.png,up,triangle,green
up/cross_yellow_017.png,up,cross,yellow
up/pentagon_brown_070.png,up,pentagon,brown
up/rectangle_yellow_077.png,up,rectangle,yellow
up/triangle_brown_005.png,up,triangle,brown
up/hexagon_navy_080.png,up,hexagon,navy
up/circle_green_094.png,up,circle,green
up/circle_pink_049.png,up,circle,pink
up/ellipse_brown_130.png,up,ellipse,brown
up/ellipse_yellow_115.png,up,ellipse,yellow
up/ellipse_navy_087.png,up,ellipse,navy
up/circle_blue_047.png,up,circle,blue
up/star_cyan_143.png,up,star,cyan
up/rectangle_yellow_118.png,up,rectangle,yellow
up/cross_navy_073.png,up,cross,navy
up/heart_navy_094.png,up,heart,navy
up/hexagon_orange_077.png,up,hexagon,orange
up/ellipse_purple_026.png,up,ellipse,purple
up/ellipse_purple_117.png,up,ellipse,purple
up/star_navy_147.png,up,star,navy
up/cross_navy_007.png,up,cross,navy
up/hexagon_navy_105.png,up,hexagon,navy
up/cross_yellow_056.png,up,cross,yellow
up/rectangle_green_009.png,up,rectangle,green
up/diamond_cyan_056.png,up,diamond,cyan
up/ellipse_cyan_054.png,up,ellipse,cyan
up/pentagon_blue_132.png,up,pentagon,blue
up/pentagon_yellow_028.png,up,pentagon,yellow
up/pentagon_cyan_018.png,up,pentagon,cyan
up/diamond_navy_099.png,up,diamond,navy
up/circle_yellow_068.png,up,circle,yellow
up/cross_blue_080.png,up,cross,blue
up/triangle_green_141.png,up,triangle,green
up/cross_yellow_097.png,up,cross,yellow
up/star_pink_021.png,up,star,pink
up/ellipse_yellow_081.png,up,ellipse,yellow
up/circle_cyan_139.png,up,circle,cyan
up/pentagon_cyan_086.png,up,pentagon,cyan
up/rectangle_red_062.png,up,rectangle,red
up/pentagon_purple_094.png,up,pentagon,purple
up/cross_cyan_092.png,up,cross,cyan
up/rectangle_brown_036.png,up,rectangle,brown
up/star_blue_063.png,up,star,blue
up/diamond_red_055.png,up,diamond,red
up/triangle_purple_014.png,up,triangle,purple
up/rectangle_blue_081.png,up,rectangle,blue
up/pentagon_purple_048.png,up,pentagon,purple
up/cross_yellow_144.png,up,cross,yellow
up/pentagon_yellow_045.png,up,pentagon,yellow
up/hexagon_cyan_013.png,up,hexagon,cyan
up/star_navy_041.png,up,star,navy
up/heart_orange_049.png,up,heart,orange
up/triangle_cyan_065.png,up,triangle,cyan
up/heart_orange_127.png,up,heart,orange
up/pentagon_green_116.png,up,pentagon,green
up/star_red_006.png,up,star,red
up/rectangle_cyan_013.png,up,rectangle,cyan
up/rectangle_purple_049.png,up,rectangle,purple
up/star_brown_010.png,up,star,brown
up/pentagon_orange_089.png,up,pentagon,orange
up/ellipse_blue_144.png,up,ellipse,blue
up/ellipse_navy_074.png,up,ellipse,navy
up/pentagon_orange_085.png,up,pentagon,orange
up/hexagon_purple_104.png,up,hexagon,purple
up/pentagon_pink_027.png,up,pentagon,pink
up/rectangle_pink_059.png,up,rectangle,pink
up/triangle_brown_022.png,up,triangle,brown
up/circle_yellow_072.png,up,circle,yellow
up/heart_blue_041.png,up,heart,blue
up/hexagon_brown_006.png,up,hexagon,brown
up/hexagon_brown_040.png,up,hexagon,brown
up/heart_green_022.png,up,heart,green
up/cross_blue_149.png,up,cross,blue
up/pentagon_navy_016.png,up,pentagon,navy
up/ellipse_orange_119.png,up,ellipse,orange
up/cross_navy_017.png,up,cross,navy
up/circle_blue_076.png,up,circle,blue
up/triangle_blue_095.png,up,triangle,blue
up/cross_orange_044.png,up,cross,orange
up/diamond_cyan_007.png,up,diamond,cyan
up/ellipse_green_149.png,up,ellipse,green
up/heart_pink_081.png,up,heart,pink
up/circle_yellow_038.png,up,circle,yellow
up/triangle_blue_031.png,up,triangle,blue
up/pentagon_brown_040.png,up,pentagon,brown
up/circle_purple_022.png,up,circle,purple
up/triangle_blue_002.png,up,triangle,blue
up/pentagon_yellow_037.png,up,pentagon,yellow
up/pentagon_red_043.png,up,pentagon,red
up/ellipse_blue_143.png,up,ellipse,blue
up/rectangle_brown_031.png,up,rectangle,brown
up/hexagon_orange_141.png,up,hexagon,orange
up/ellipse_yellow_138.png,up,ellipse,yellow
up/ellipse_blue_012.png,up,ellipse,blue
up/hexagon_red_088.png,up,hexagon,red
up/circle_green_124.png,up,circle,green
up/ellipse_navy_143.png,up,ellipse,navy
up/circle_green_035.png,up,circle,green
up/diamond_blue_054.png,up,diamond,blue
up/triangle_pink_146.png,up,triangle,pink
up/triangle_purple_138.png,up,triangle,purple
up/heart_navy_102.png,up,heart,navy
up/rectangle_green_033.png,up,rectangle,green
up/diamond_red_002.png,up,diamond,red
up/ellipse_orange_144.png,up,ellipse,orange
up/star_pink_085.png,up,star,pink
up/cross_purple_121.png,up,cross,purple
up/ellipse_green_007.png,up,ellipse,green
up/diamond_brown_011.png,up,diamond,brown
up/diamond_cyan_052.png,up,diamond,cyan
up/hexagon_navy_012.png,up,hexagon,navy
up/triangle_brown_009.png,up,triangle,brown
up/diamond_cyan_086.png,up,diamond,cyan
up/hexagon_green_047.png,up,hexagon,green
up/pentagon_yellow_027.png,up,pentagon,yellow
up/rectangle_navy_116.png,up,rectangle,navy
up/star_orange_133.png,up,star,orange
up/pentagon_green_084.png,up,pentagon,green
up/pentagon_green_144.png,up,pentagon,green
up/hexagon_purple_071.png,up,hexagon,purple
up/pentagon_purple_113.png,up,pentagon,purple
up/rectangle_brown_114.png,up,rectangle,brown
up/ellipse_purple_041.png,up,ellipse,purple
up/hexagon_green_104.png,up,hexagon,green
up/cross_red_061.png,up,cross,red
up/triangle_cyan_095.png,up,triangle,cyan
up/pentagon_blue_064.png,up,pentagon,blue
up/star_blue_011.png,up,star,blue
up/triangle_green_124.png,up,triangle,green
up/heart_yellow_053.png,up,heart,yellow
up/star_yellow_122.png,up,star,yellow
up/triangle_orange_093.png,up,triangle,orange
up/cross_pink_090.png,up,cross,pink
up/hexagon_pink_108.png,up,hexagon,pink
up/hexagon_orange_039.png,up,hexagon,orange
up/ellipse_yellow_045.png,up,ellipse,yellow
up/circle_blue_108.png,up,circle,blue
up/rectangle_pink_150.png,up,rectangle,pink
up/hexagon_navy_081.png,up,hexagon,navy
up/circle_navy_051.png,up,circle,navy
up/circle_red_040.png,up,circle,red
up/triangle_yellow_150.png,up,triangle,yellow
up/rectangle_cyan_048.png,up,rectangle,cyan
up/pentagon_orange_002.png,up,pentagon,orange
up/triangle_navy_150.png,up,triangle,navy
up/circle_orange_107.png,up,circle,orange
up/rectangle_navy_100.png,up,rectangle,navy
up/ellipse_green_145.png,up,ellipse,green
up/rectangle_yellow_038.png,up,rectangle,yellow
up/diamond_purple_122.png,up,diamond,purple
up/triangle_purple_110.png,up,triangle,purple
up/pentagon_red_088.png,up,pentagon,red
up/ellipse_cyan_078.png,up,ellipse,cyan
up/rectangle_navy_105.png,up,rectangle,navy
up/triangle_red_034.png,up,triangle,red
up/ellipse_blue_064.png,up,ellipse,blue
up/ellipse_red_040.png,up,ellipse,red
up/hexagon_green_017.png,up,hexagon,green
up/diamond_brown_119.png,up,diamond,brown
up/star_red_127.png,up,star,red
up/hexagon_purple_083.png,up,hexagon,purple
up/circle_orange_136.png,up,circle,orange
up/pentagon_orange_037.png,up,pentagon,orange
up/star_blue_127.png,up,star,blue
up/triangle_pink_007.png,up,triangle,pink
up/circle_pink_137.png,up,circle,pink
up/hexagon_purple_124.png,up,hexagon,purple
up/hexagon_blue_023.png,up,hexagon,blue
up/ellipse_red_017.png,up,ellipse,red
up/hexagon_navy_120.png,up,hexagon,navy
up/star_yellow_139.png,up,star,yellow
up/triangle_orange_096.png,up,triangle,orange
up/circle_cyan_138.png,up,circle,cyan
up/star_orange_105.png,up,star,orange
up/rectangle_green_006.png,up,rectangle,green
up/cross_blue_129.png,up,cross,blue
up/star_navy_102.png,up,star,navy
up/ellipse_brown_139.png,up,ellipse,brown
up/heart_red_021.png,up,heart,red
up/rectangle_purple_019.png,up,rectangle,purple
up/cross_orange_051.png,up,cross,orange
up/rectangle_yellow_024.png,up,rectangle,yellow
up/triangle_red_114.png,up,triangle,red
up/diamond_brown_111.png,up,diamond,brown
up/pentagon_red_140.png,up,pentagon,red
up/triangle_orange_144.png,up,triangle,orange
up/pentagon_pink_021.png,up,pentagon,pink
up/ellipse_green_128.png,up,ellipse,green
up/ellipse_navy_070.png,up,ellipse,navy
up/hexagon_blue_006.png,up,hexagon,blue
up/star_pink_026.png,up,star,pink
up/cross_brown_086.png,up,cross,brown
up/cross_brown_028.png,up,cross,brown
up/ellipse_red_030.png,up,ellipse,red
up/rectangle_cyan_131.png,up,rectangle,cyan
up/ellipse_purple_146.png,up,ellipse,purple
up/cross_blue_071.png,up,cross,blue
up/cross_pink_038.png,up,cross,pink
up/diamond_blue_056.png,up,diamond,blue
up/hexagon_yellow_098.png,up,hexagon,yellow
up/pentagon_orange_017.png,up,pentagon,orange
up/cross_cyan_051.png,up,cross,cyan
up/star_orange_104.png,up,star,orange
up/circle_yellow_092.png,up,circle,yellow
up/rectangle_green_010.png,up,rectangle,green
up/pentagon_blue_125.png,up,pentagon,blue
up/heart_blue_060.png,up,heart,blue
up/ellipse_purple_010.png,up,ellipse,purple
up/star_blue_149.png,up,star,blue
up/triangle_brown_027.png,up,triangle,brown
up/heart_red_002.png,up,heart,red
up/star_yellow_033.png,up,star,yellow
up/star_blue_082.png,up,star,blue
up/circle_navy_054.png,up,circle,navy
up/star_green_102.png,up,star,green
up/star_purple_042.png,up,star,purple
up/circle_navy_023.png,up,circle,navy
up/triangle_blue_070.png,up,triangle,blue
up/cross_blue_123.png,up,cross,blue
up/rectangle_red_037.png,up,rectangle,red
up/hexagon_yellow_140.png,up,hexagon,yellow
up/triangle_purple_026.png,up,triangle,purple
up/star_pink_089.png,up,star,pink
up/circle_blue_097.png,up,circle,blue
up/rectangle_orange_032.png,up,rectangle,orange
up/diamond_blue_012.png,up,diamond,blue
up/cross_blue_012.png,up,cross,blue
up/cross_navy_130.png,up,cross,navy
up/triangle_blue_113.png,up,triangle,blue
up/star_cyan_144.png,up,star,cyan
up/star_blue_090.png,up,star,blue
up/heart_purple_112.png,up,heart,purple
up/cross_cyan_052.png,up,cross,cyan
up/hexagon_orange_034.png,up,hexagon,orange
up/hexagon_navy_004.png,up,hexagon,navy
up/circle_yellow_096.png,up,circle,yellow
up/hexagon_green_120.png,up,hexagon,green
up/rectangle_purple_112.png,up,rectangle,purple
up/ellipse_cyan_101.png,up,ellipse,cyan
up/hexagon_brown_114.png,up,hexagon,brown
up/cross_pink_023.png,up,cross,pink
up/circle_green_037.png,up,circle,green
up/diamond_brown_059.png,up,diamond,brown
up/star_orange_068.png,up,star,orange
up/pentagon_yellow_001.png,up,pentagon,yellow
up/diamond_green_087.png,up,diamond,green
up/triangle_cyan_056.png,up,triangle,cyan
up/star_red_049.png,up,star,red
up/rectangle_orange_138.png,up,rectangle,orange
up/diamond_red_085.png,up,diamond,red
up/rectangle_navy_058.png,up,rectangle,navy
up/hexagon_purple_047.png,up,hexagon,purple
up/cross_pink_142.png,up,cross,pink
up/heart_orange_052.png,up,heart,orange
up/ellipse_green_096.png,up,ellipse,green
up/triangle_brown_051.png,up,triangle,brown
up/cross_red_085.png,up,cross,red
up/ellipse_pink_028.png,up,ellipse,pink
up/diamond_orange_036.png,up,diamond,orange
up/triangle_yellow_012.png,up,triangle,yellow
up/pentagon_brown_111.png,up,pentagon,brown
up/diamond_orange_055.png,up,diamond,orange
up/triangle_orange_079.png,up,triangle,orange
up/circle_yellow_049.png,up,circle,yellow
up/triangle_purple_042.png,up,triangle,purple
up/triangle_brown_007.png,up,triangle,brown
up/triangle_cyan_116.png,up,triangle,cyan
up/cross_blue_002.png,up,cross,blue
up/pentagon_green_128.png,up,pentagon,green
up/circle_cyan_080.png,up,circle,cyan
up/rectangle_brown_138.png,up,rectangle,brown
up/ellipse_orange_067.png,up,ellipse,orange
up/diamond_navy_005.png,up,diamond,navy
up/ellipse_orange_081.png,up,ellipse,orange
up/star_orange_116.png,up,star,orange
up/rectangle_green_053.png,up,rectangle,green
up/pentagon_orange_105.png,up,pentagon,orange
up/pentagon_pink_034.png,up,pentagon,pink
up/pentagon_brown_098.png,up,pentagon,brown
up/pentagon_navy_053.png,up,pentagon,navy
up/diamond_navy_052.png,up,diamond,navy
up/triangle_red_096.png,up,triangle,red
up/hexagon_pink_086.png,up,hexagon,pink
up/rectangle_blue_108.png,up,rectangle,blue
up/rectangle_green_072.png,up,rectangle,green
up/ellipse_cyan_034.png,up,ellipse,cyan
up/heart_orange_061.png,up,heart,orange
up/triangle_pink_005.png,up,triangle,pink
up/pentagon_navy_002.png,up,pentagon,navy
up/cross_orange_146.png,up,cross,orange
up/hexagon_yellow_124.png,up,hexagon,yellow
up/star_yellow_039.png,up,star,yellow
up/pentagon_pink_024.png,up,pentagon,pink
up/cross_red_015.png,up,cross,red
up/star_purple_066.png,up,star,purple
up/star_pink_063.png,up,star,pink
up/triangle_purple_077.png,up,triangle,purple
up/heart_pink_025.png,up,heart,pink
up/pentagon_yellow_142.png,up,pentagon,yellow
up/diamond_cyan_010.png,up,diamond,cyan
up/ellipse_yellow_121.png,up,ellipse,yellow
up/circle_navy_052.png,up,circle,navy
up/heart_navy_145.png,up,heart,navy
up/triangle_blue_024.png,up,triangle,blue
up/ellipse_blue_090.png,up,ellipse,blue
up/heart_brown_124.png,up,heart,brown
up/ellipse_cyan_084.png,up,ellipse,cyan
up/star_cyan_077.png,up,star,cyan
up/diamond_orange_132.png,up,diamond,orange
up/pentagon_pink_073.png,up,pentagon,pink
up/triangle_navy_134.png,up,triangle,navy
up/hexagon_blue_116.png,up,hexagon,blue
up/ellipse_cyan_107.png,up,ellipse,cyan
up/rectangle_purple_095.png,up,rectangle,purple
up/pentagon_navy_050.png,up,pentagon,navy
up/hexagon_orange_140.png,up,hexagon,orange
up/diamond_blue_015.png,up,diamond,blue
up/triangle_brown_023.png,up,triangle,brown
up/circle_brown_127.png,up,circle,brown
up/pentagon_orange_001.png,up,pentagon,orange
up/hexagon_cyan_093.png,up,hexagon,cyan
up/cross_cyan_069.png,up,cross,cyan
up/circle_green_119.png,up,circle,green
up/pentagon_cyan_112.png,up,pentagon,cyan
up/ellipse_navy_006.png,up,ellipse,navy
up/circle_green_064.png,up,circle,green
up/cross_orange_085.png,up,cross,orange
up/hexagon_yellow_106.png,up,hexagon,yellow
up/cross_cyan_019.png,up,cross,cyan
up/hexagon_pink_052.png,up,hexagon,pink
up/ellipse_pink_051.png,up,ellipse,pink
up/ellipse_yellow_117.png,up,ellipse,yellow
up/heart_red_147.png,up,heart,red
up/star_navy_070.png,up,star,navy
up/triangle_pink_068.png,up,triangle,pink
up/diamond_orange_091.png,up,diamond,orange
up/pentagon_yellow_085.png,up,pentagon,yellow
up/triangle_pink_090.png,up,triangle,pink
up/rectangle_red_079.png,up,rectangle,red
up/rectangle_red_014.png,up,rectangle,red
up/triangle_brown_134.png,up,triangle,brown
up/ellipse_orange_069.png,up,ellipse,orange
up/hexagon_cyan_120.png,up,hexagon,cyan
up/circle_red_145.png,up,circle,red
up/star_blue_004.png,up,star,blue
up/pentagon_green_097.png,up,pentagon,green
up/triangle_purple_106.png,up,triangle,purple
up/pentagon_green_104.png,up,pentagon,green
up/rectangle_brown_046.png,up,rectangle,brown
up/cross_red_074.png,up,cross,red
up/ellipse_orange_145.png,up,ellipse,orange
up/ellipse_pink_081.png,up,ellipse,pink
up/heart_purple_024.png,up,heart,purple
up/rectangle_red_122.png,up,rectangle,red
up/hexagon_orange_117.png,up,hexagon,orange
up/pentagon_cyan_049.png,up,pentagon,cyan
up/diamond_yellow_117.png,up,diamond,yellow
up/circle_navy_072.png,up,circle,navy
up/hexagon_blue_066.png,up,hexagon,blue
up/diamond_blue_077.png,up,diamond,blue
up/diamond_purple_084.png,up,diamond,purple
up/star_red_103.png,up,star,red
up/rectangle_blue_077.png,up,rectangle,blue
up/star_brown_011.png,up,star,brown
up/rectangle_red_017.png,up,rectangle,red
up/hexagon_brown_116.png,up,hexagon,brown
up/heart_brown_111.png,up,heart,brown
up/rectangle_cyan_140.png,up,rectangle,cyan
up/diamond_blue_112.png,up,diamond,blue
up/triangle_red_097.png,up,triangle,red
up/circle_cyan_087.png,up,circle,cyan
up/star_purple_140.png,up,star,purple
up/pentagon_red_093.png,up,pentagon,red
up/diamond_brown_133.png,up,diamond,brown
up/heart_yellow_149.png,up,heart,yellow
up/circle_navy_103.png,up,circle,navy
up/diamond_green_078.png,up,diamond,green
up/star_cyan_128.png,up,star,cyan
up/star_red_085.png,up,star,red
up/ellipse_purple_107.png,up,ellipse,purple
up/heart_orange_064.png,up,heart,orange
up/triangle_navy_136.png,up,triangle,navy
up/rectangle_pink_129.png,up,rectangle,pink
up/pentagon_yellow_114.png,up,pentagon,yellow
up/triangle_yellow_062.png,up,triangle,yellow
up/triangle_pink_039.png,up,triangle,pink
up/hexagon_blue_087.png,up,hexagon,blue
up/heart_brown_071.png,up,heart,brown
up/ellipse_brown_098.png,up,ellipse,brown
up/hexagon_cyan_117.png,up,hexagon,cyan
up/diamond_yellow_078.png,up,diamond,yellow
up/diamond_orange_005.png,up,diamond,orange
up/circle_green_039.png,up,circle,green
up/diamond_purple_039.png,up,diamond,purple
up/pentagon_cyan_002.png,up,pentagon,cyan
up/diamond_yellow_036.png,up,diamond,yellow
up/star_brown_064.png,up,star,brown
left/circle_navy_062.png,left,circle,navy
left/hexagon_purple_129.png,left,hexagon,purple
left/heart_green_129.png,left,heart,green
left/circle_orange_050.png,left,circle,orange
left/triangle_brown_028.png,left,triangle,brown
left/heart_green_099.png,left,heart,green
left/rectangle_green_137.png,left,rectangle,green
left/heart_yellow_110.png,left,heart,yellow
left/hexagon_orange_086.png,left,hexagon,orange
left/cross_pink_089.png,left,cross,pink
left/hexagon_brown_058.png,left,hexagon,brown
left/hexagon_navy_101.png,left,hexagon,navy
left/heart_orange_098.png,left,heart,orange
left/heart_pink_085.png,left,heart,pink
left/pentagon_blue_098.png,left,pentagon,blue
left/ellipse_blue_081.png,left,ellipse,blue
left/rectangle_brown_073.png,left,rectangle,brown
left/triangle_purple_109.png,left,triangle,purple
left/cross_red_110.png,left,cross,red
left/ellipse_yellow_077.png,left,ellipse,yellow
left/circle_red_130.png,left,circle,red
left/ellipse_purple_094.png,left,ellipse,purple
left/triangle_pink_042.png,left,triangle,pink
left/diamond_yellow_112.png,left,diamond,yellow
left/hexagon_navy_078.png,left,hexagon,navy
left/rectangle_pink_131.png,left,rectangle,pink
left/star_blue_078.png,left,star,blue
left/circle_navy_007.png,left,circle,navy
left/diamond_yellow_126.png,left,diamond,yellow
left/diamond_red_103.png,left,diamond,red
left/rectangle_cyan_019.png,left,rectangle,cyan
left/star_orange_108.png,left,star,orange
left/diamond_navy_104.png,left,diamond,navy
left/heart_green_121.png,left,heart,green
left/triangle_green_041.png,left,triangle,green
left/cross_red_148.png,left,cross,red
left/rectangle_blue_039.png,left,rectangle,blue
left/ellipse_brown_070.png,left,ellipse,brown
left/heart_yellow_088.png,left,heart,yellow
left/ellipse_brown_038.png,left,ellipse,brown
left/ellipse_yellow_031.png,left,ellipse,yellow
left/ellipse_purple_114.png,left,ellipse,purple
left/cross_purple_032.png,left,cross,purple
left/triangle_orange_142.png,left,triangle,orange
left/pentagon_green_067.png,left,pentagon,green
left/ellipse_pink_149.png,left,ellipse,pink
left/circle_cyan_150.png,left,circle,cyan
left/triangle_red_132.png,left,triangle,red
left/circle_yellow_050.png,left,circle,yellow
left/heart_red_051.png,left,heart,red
left/pentagon_brown_059.png,left,pentagon,brown
left/pentagon_orange_057.png,left,pentagon,orange
left/hexagon_brown_135.png,left,hexagon,brown
left/hexagon_navy_065.png,left,hexagon,navy
left/diamond_red_102.png,left,diamond,red
left/hexagon_blue_044.png,left,hexagon,blue
left/cross_navy_110.png,left,cross,navy
left/circle_brown_018.png,left,circle,brown
left/hexagon_red_047.png,left,hexagon,red
left/pentagon_brown_004.png,left,pentagon,brown
left/pentagon_orange_078.png,left,pentagon,orange
left/diamond_pink_125.png,left,diamond,pink
left/ellipse_brown_068.png,left,ellipse,brown
left/hexagon_orange_022.png,left,hexagon,orange
left/rectangle_purple_107.png,left,rectangle,purple
left/diamond_green_093.png,left,diamond,green
left/diamond_brown_035.png,left,diamond,brown
left/star_blue_092.png,left,star,blue
left/star_navy_062.png,left,star,navy
left/pentagon_green_149.png,left,pentagon,green
left/star_red_004.png,left,star,red
left/ellipse_pink_033.png,left,ellipse,pink
left/circle_blue_139.png,left,circle,blue
left/diamond_navy_133.png,left,diamond,navy
left/heart_cyan_093.png,left,heart,cyan
left/diamond_yellow_079.png,left,diamond,yellow
left/hexagon_red_038.png,left,hexagon,red
left/star_navy_060.png,left,star,navy
left/heart_yellow_100.png,left,heart,yellow
left/hexagon_cyan_084.png,left,hexagon,cyan
left/pentagon_cyan_085.png,left,pentagon,cyan
left/triangle_orange_027.png,left,triangle,orange
left/diamond_purple_013.png,left,diamond,purple
left/circle_pink_104.png,left,circle,pink
left/ellipse_navy_093.png,left,ellipse,navy
left/pentagon_red_075.png,left,pentagon,red
left/hexagon_orange_101.png,left,hexagon,orange
left/triangle_green_001.png,left,triangle,green
left/triangle_green_110.png,left,triangle,green
left/pentagon_yellow_105.png,left,pentagon,yellow
left/rectangle_red_009.png,left,rectangle,red
left/triangle_purple_069.png,left,triangle,purple
left/cross_navy_091.png,left,cross,navy
left/heart_yellow_067.png,left,heart,yellow
left/hexagon_blue_125.png,left,hexagon,blue
left/rectangle_red_104.png,left,rectangle,red
left/pentagon_yellow_118.png,left,pentagon,yellow
left/hexagon_navy_033.png,left,hexagon,navy
left/hexagon_yellow_064.png,left,hexagon,yellow
left/triangle_blue_139.png,left,triangle,blue
left/pentagon_purple_060.png,left,pentagon,purple
left/cross_green_082.png,left,cross,green
left/pentagon_brown_039.png,left,pentagon,brown
left/cross_pink_058.png,left,cross,pink
left/pentagon_blue_004.png,left,pentagon,blue
left/pentagon_blue_095.png,left,pentagon,blue
left/rectangle_purple_001.png,left,rectangle,purple
left/ellipse_navy_018.png,left,ellipse,navy
left/diamond_red_057.png,left,diamond,red
left/hexagon_yellow_013.png,left,hexagon,yellow
left/heart_red_027.png,left,heart,red
left/heart_brown_048.png,left,heart,brown
left/pentagon_purple_126.png,left,pentagon,purple
left/cross_yellow_011.png,left,cross,yellow
left/diamond_brown_092.png,left,diamond,brown
left/rectangle_pink_119.png,left,rectangle,pink
left/pentagon_navy_034.png,left,pentagon,navy
left/pentagon_green_044.png,left,pentagon,green
left/ellipse_yellow_112.png,left,ellipse,yellow
left/star_orange_114.png,left,star,orange
left/heart_green_032.png,left,heart,green
left/rectangle_orange_094.png,left,rectangle,orange
left/star_brown_102.png,left,star,brown
left/hexagon_navy_060.png,left,hexagon,navy
left/circle_blue_052.png,left,circle,blue
left/heart_red_083.png,left,heart,red
left/star_blue_136.png,left,star,blue
left/rectangle_brown_102.png,left,rectangle,brown
left/circle_brown_020.png,left,circle,brown
left/pentagon_green_118.png,left,pentagon,green
left/rectangle_cyan_114.png,left,rectangle,cyan
left/circle_brown_013.png,left,circle,brown
left/circle_yellow_137.png,left,circle,yellow
left/pentagon_yellow_005.png,left,pentagon,yellow
left/cross_navy_004.png,left,cross,navy
left/cross_blue_024.png,left,cross,blue
left/diamond_orange_045.png,left,diamond,orange
left/rectangle_purple_055.png,left,rectangle,purple
left/hexagon_brown_084.png,left,hexagon,brown
left/diamond_brown_066.png,left,diamond,brown
left/pentagon_purple_149.png,left,pentagon,purple
left/diamond_blue_139.png,left,diamond,blue
left/ellipse_red_025.png,left,ellipse,red
left/cross_brown_001.png,left,cross,brown
left/pentagon_cyan_134.png,left,pentagon,cyan
left/cross_purple_029.png,left,cross,purple
left/diamond_brown_138.png,left,diamond,brown
left/star_brown_092.png,left,star,brown
left/heart_green_150.png,left,heart,green
left/heart_brown_059.png,left,heart,brown
left/hexagon_red_073.png,left,hexagon,red
left/rectangle_blue_070.png,left,rectangle,blue
left/triangle_navy_014.png,left,triangle,navy
left/diamond_green_150.png,left,diamond,green
left/cross_navy_028.png,left,cross,navy
left/diamond_blue_009.png,left,diamond,blue
left/diamond_green_145.png,left,diamond,green
left/ellipse_cyan_048.png,left,ellipse,cyan
left/rectangle_blue_071.png,left,rectangle,blue
left/star_brown_040.png,left,star,brown
left/rectangle_pink_096.png,left,rectangle,pink
left/diamond_pink_056.png,left,diamond,pink
left/circle_red_110.png,left,circle,red
left/circle_navy_121.png,left,circle,navy
left/ellipse_brown_031.png,left,ellipse,brown
left/heart_green_082.png,left,heart,green
left/pentagon_cyan_045.png,left,pentagon,cyan
left/star_navy_068.png,left,star,navy
left/ellipse_red_081.png,left,ellipse,red
left/ellipse_yellow_025.png,left,ellipse,yellow
left/rectangle_blue_134.png,left,rectangle,blue
left/triangle_red_070.png,left,triangle,red
left/ellipse_green_136.png,left,ellipse,green
left/triangle_blue_128.png,left,triangle,blue
left/circle_brown_028.png,left,circle,brown
left/heart_brown_027.png,left,heart,brown
left/heart_cyan_005.png,left,heart,cyan
left/triangle_red_146.png,left,triangle,red
left/cross_purple_044.png,left,cross,purple
left/star_cyan_137.png,left,star,cyan
left/ellipse_blue_110.png,left,ellipse,blue
left/triangle_cyan_028.png,left,triangle,cyan
left/circle_blue_142.png,left,circle,blue
left/circle_brown_039.png,left,circle,brown
left/pentagon_brown_095.png,left,pentagon,brown
left/triangle_green_016.png,left,triangle,green
left/pentagon_pink_026.png,left,pentagon,pink
left/rectangle_pink_117.png,left,rectangle,pink
left/cross_brown_002.png,left,cross,brown
left/circle_pink_029.png,left,circle,pink
left/pentagon_yellow_034.png,left,pentagon,yellow
left/circle_green_148.png,left,circle,green
